,total_item_quantity,pct_funded_1mo,school_kipp,total_price_excluding_optional_support
129,1.0,0.7419948164869158,0,478.44
130,4.0,0.0,0,823.27
131,43.0,0.1712612890226847,0,421.87
132,3.0,1.0,0,243.12
133,6.0,0.0,0,1143.11
134,1.0,0.0,0,549.49
135,38.0,1.0,0,609.99
136,2.0,0.0,0,272.08
137,130.0,0.0,0,1274.68
138,3.0,0.3087753967763848,0,161.93
139,2.0,0.4995859047313724,0,748.62
140,1.0,0.0,0,150.33
141,1.0,0.20815196767784994,0,447.99
142,5.0,0.0,0,439.53
143,11.0,0.0,1,544.8
144,14.0,0.0,0,181.06
145,1.0,0.0,0,376.94
146,39.0,0.0,0,405.82
147,1.0,0.0,0,376.94
148,78.0,1.0,0,478.34
149,16.0,0.9960338921939788,0,221.88
150,1.0,1.0,0,402.84
151,1.0,1.0,0,600.24
152,3.0,0.03091043972827905,0,687.47
153,2.0,0.04896651842293246,0,433.97
154,4.0,1.0000000000000002,0,210.67
155,60.0,0.0,0,739.08
156,31.0,1.0000000000000002,0,294.46
157,1.0,1.0,0,173.94
158,10.0,0.0,0,680.83
159,1.0,0.0,0,376.94
160,17.0,0.5143908402120501,0,413.11
161,7.0,0.0,0,185.22
162,9.0,1.0000000000000002,0,396.34
163,12.0,1.0,0,304.05
164,7.0,1.0,0,209.1
165,2.0,0.501731465449394,0,381.18
166,16.0,1.0,0,195.18
167,4.0,1.0,0,349.69
168,4.0,1.0,0,153.46
169,4.0,1.0,0,533.5
170,49.0,1.0,0,346.64
171,35.0,1.0,0,435.5
172,8.0,0.0,0,817.97
173,9.0,0.09805278700627539,0,433.44
174,1.0,0.0,0,427.92
175,3.0,0.9999999999999998,0,676.34
176,6.0,1.0,0,762.2
177,1.0,0.6303455776931823,0,404.54
178,19.0,1.0,0,1632.0
179,5.0,1.0,0,274.47
180,16.0,1.0,0,447.86
181,1.0,0.8063796066876493,0,447.99
182,1.0,1.0,0,208.39
183,7.0,0.080445193163105,0,528.31
184,10.0,0.0,0,432.0
185,3.0,0.0,0,221.09
186,1.0,1.0,0,504.11
187,120.0,0.9999999999999999,0,248.02
188,10.0,0.0,0,304.71
189,2.0,0.0,0,394.37
190,184.0,0.0,0,1272.6
191,35.0,0.0,0,349.37
192,2.0,0.0,0,447.98
193,1.0,1.0,0,537.49
194,36.0,0.0,0,312.43
195,1.0,0.37947275608830555,0,447.99
196,10.0,0.0,0,309.53
197,5.0,0.0,0,318.55
198,2.0,0.3658698099463612,0,302.02
199,2.0,0.011940214642917345,0,711.88
200,20.0,1.0,0,434.78
201,2.0,1.0,0,141.22
202,3.0,0.49904549220185146,0,555.26
203,9.0,0.0683147945733942,0,311.06
204,51.0,0.0,0,280.19
205,3.0,1.0,0,763.69
206,31.0,0.0755138718982677,0,662.13
207,1.0,0.0,0,311.16
208,16.0,0.29820761528078604,0,318.57
209,5.0,0.37212643678160917,0,174.0
210,4.0,1.0,0,164.48
211,27.0,0.0,0,424.36
212,4.0,1.0,0,420.86
213,1.0,0.0,0,817.45
214,30.0,0.08980220190334016,0,428.72
215,25.0,0.03017994347474116,0,704.11
216,2.0,0.3582064392875204,0,711.88
217,3.0,1.0,0,151.77
218,47.0,0.09801208431345418,0,433.62
219,47.0,0.578255878226115,0,470.38
220,33.0,0.035931687521136284,0,236.56
221,20.0,1.0,0,508.85
222,2.0,1.0,0,711.88
223,4.0,0.0,0,161.91
224,46.0,0.0,0,1274.14
225,20.0,0.019909120719539045,0,2134.7
226,36.0,0.0,0,216.35
227,3.0,0.10292301358583779,0,412.93
228,6.0,0.0,0,425.79
229,3.0,1.0,0,154.11
230,48.0,0.12577220434284023,0,270.33
231,40.0,1.0,0,313.79
232,10.0,0.0,0,287.65
233,25.0,1.0,0,2649.03
234,2.0,0.0,0,224.68
235,1.0,0.0,0,507.88
236,80.0,0.0,0,321.51
237,3.0,1.0,0,650.97
238,3.0,0.0,0,1107.72
239,2.0,0.0,0,397.22
240,144.0,0.0,0,853.84
241,1.0,0.0,0,431.93
242,15.0,0.04022121669180493,0,218.79
243,8.0,0.3684895026939989,0,322.94
244,14.0,0.0,0,813.45
245,3.0,1.0,0,640.49
246,1.0,0.381508078994614,0,222.8
247,1.0,0.0,0,270.83
248,1.0,0.8544847502650273,0,820.67
249,2.0,0.0,0,740.86
250,4.0,0.0,0,676.05
251,18.0,1.0,0,277.68
252,10.0,0.0,0,330.69
253,400.0,0.1819978374680049,0,3273.94
254,6.0,1.0,0,276.6
255,5.0,1.0,0,175.42
256,65.0,0.3919829726853494,0,366.47
257,1.0,0.0,0,497.41
258,1.0,0.21710627139135322,0,587.27
259,7.0,0.2019933554817276,0,752.5
260,21.0,1.0,0,432.72
261,2.0,0.0,0,171.08
262,200.0,0.0,0,652.2
263,153.0,0.0,0,320.31
264,1.0,0.17899258760107817,0,474.88
265,23.0,1.0,0,203.94
266,1.0,0.0,0,478.44
267,1.0,0.41393561294058806,0,759.78
268,2.0,0.0,0,249.92
269,21.0,0.9999999999999999,0,188.33
270,11.0,0.0,0,288.38
271,25.0,0.0,0,159.41
272,13.0,1.0,0,670.87
273,6.0,1.0,0,238.7
274,90.0,0.0,0,820.11
275,6.0,1.0,0,313.96
276,1.0,1.0,0,478.44
277,170.0,0.0,0,901.48
278,2.0,0.12330614056046693,0,585.94
279,20.0,0.0,0,590.09
280,3.0,1.0,0,151.77
281,10.0,0.0,0,834.14
282,4.0,0.0,0,539.1
283,6.0,0.0,0,434.45
284,15.0,1.0,0,137.56
285,2.0,0.0,0,676.44
286,2.0,0.23519645821804097,0,975.78
287,70.0,0.020355624738071006,0,835.15
288,2.0,0.04949822388726052,0,515.17
289,33.0,1.0,0,155.73
290,32.0,0.20843490980009752,0,410.2
291,2.0,0.0,0,973.6
292,2.0,0.36173928356544327,0,681.43
293,3.0,0.0,0,432.09
294,6.0,1.0,0,562.33
295,5.0,0.0,0,338.61
296,27.0,0.0,0,405.78
297,64.0,0.10127889427277782,0,503.56
298,3.0,0.6234845860755109,0,288.7
299,2.0,1.0,0,752.49
300,42.0,0.0,0,428.19
301,28.0,0.12055312610802506,0,423.05
302,2.0,0.0,0,711.88
303,5.0,0.0,0,411.52
304,47.0,1.0,0,290.35
305,3.0,0.0,0,332.98
306,18.0,1.0,0,201.8
307,67.0,0.020463288859785544,0,244.34
308,5.0,0.9999999999999999,0,410.54
309,4.0,1.0,0,504.99
310,2.0,0.0,0,853.98
311,16.0,0.0,0,559.83
312,33.0,0.0,0,242.08
313,182.0,0.10933592095012915,0,731.69
314,120.0,0.12841333987989575,0,264.77
315,3.0,1.0,0,132.69
316,2.0,1.0,0,348.71
317,33.0,1.0,0,838.72
318,6.0,1.0,0,529.14
319,1.0,0.28460456706622916,0,447.99
320,1.0,1.0,0,537.49
321,17.0,1.0,0,244.02
322,75.0,0.0,0,542.93
323,10.0,0.35119613271082095,0,242.03
324,10.0,0.26030501623078334,0,163.27
325,2.0,0.026236349381748143,0,6479.56
326,25.0,1.0,0,159.41
327,9.0,1.0,0,202.91
328,2.0,1.0,0,145.61
329,5.0,1.0,0,637.71
330,8.0,1.0,0,290.57
331,9.0,0.0,0,166.5
332,3.0,0.5121997631935048,0,472.96
333,6.0,0.0,0,343.09
334,342.0,0.0,0,441.12
335,4.0,1.0,0,849.94
336,3.0,0.21810450688220523,0,545.61
337,1.0,0.0,0,376.94
338,49.0,1.0,0,574.1
339,65.0,1.8264713925435268,0,3291.1
340,3.0,0.0,0,475.56
341,1.0,0.5972829481574016,0,384.24
342,30.0,0.14096519699590135,0,422.09
343,119.0,0.9999999999999999,0,391.66
344,1.0,0.0,0,603.28
345,100.0,0.5340090467414977,0,716.28
346,63.0,0.2611583103984683,0,835.7
347,10.0,0.24765296212366464,0,154.45
348,28.0,1.0,0,216.64
349,17.0,0.06846115433560464,0,620.79
350,4.0,1.0,0,133.49
351,1.0,0.009358347646100322,0,454.14
352,1.0,0.0,0,340.46
353,21.0,1.0,0,145.95
354,1.0,0.0,0,414.68
355,79.0,0.0,0,816.42
356,2.0,1.0,0,315.4
357,2.0,0.0,0,508.88
358,2.0,1.0,0,711.88
359,1.0,0.0,0,638.99
360,11.0,0.0,0,205.27
361,2.0,1.0,0,404.52
362,23.0,1.0,0,224.14
363,5.0,1.0,0,478.33
364,4.0,0.20939312944190572,0,811.87
365,10.0,0.0,0,283.65
366,3.0,1.0,0,133.4
367,59.0,0.0,0,563.58
368,20.0,0.5545780179727268,0,318.26
369,13.0,1.0,0,169.94
370,28.0,0.0,0,733.95
371,29.0,0.1256913021618904,0,676.26
372,10.0,0.012148306526070267,0,823.16
373,11.0,0.0,0,190.93
374,14.0,0.0,0,295.86
375,2.0,1.0,0,569.98
376,1.0,1.0,0,434.98
377,30.0,1.0,0,363.43
378,34.0,0.0,0,325.06
379,14.0,1.0,0,133.59
380,7.0,1.0,0,162.65
381,2.0,0.0,0,406.65
382,20.0,1.0,0,326.38
383,2.0,1.0000000000000002,0,849.92
384,1.0,0.0,0,372.31
385,107.0,0.0,0,266.79
386,105.0,0.0,0,416.12
387,1.0,1.0,0,456.3
388,5.0,1.0,0,187.28
389,10.0,0.0,0,297.68
390,2.0,1.0,0,620.53
391,6.0,1.0,0,624.84
392,9.0,1.0,0,330.35
393,3.0,0.07507958435942098,0,332.98
394,4.0,0.0,0,444.11
395,1.0,1.0,0,220.72
396,151.0,0.0,0,641.4
397,1.0,0.0,0,376.94
398,33.0,0.0,0,426.58
399,12.0,0.0,0,273.48
400,1.0,0.0,0,447.99
401,2.0,1.0,0,601.23
402,9.0,0.9999999999999999,0,194.02
403,6.0,0.0,0,2344.14
404,93.0,0.3508668475056021,0,423.95
405,11.0,1.0,0,253.19
406,4.0,0.03298537001823897,0,257.69
407,10.0,1.0,0,439.56
408,2.0,1.0,0,630.68
409,2.0,0.5730893610053625,0,488.58
410,30.0,0.0,0,385.66
411,41.0,0.024290572400194325,0,349.93
412,2.0,0.0,0,332.98
413,9.0,1.0,0,251.18
414,2.0,1.0,0,711.88
415,19.0,0.25191156422263056,0,337.42
416,11.0,0.0,0,521.02
417,1.0,1.0,0,243.98
418,18.0,0.0,0,140.96
419,3.0,0.0,0,340.57
420,13.0,1.0,0,430.21
421,84.0,0.0,0,402.6
422,3.0,0.0,0,409.04
423,2.0,1.0,0,434.64
424,2.0,0.0,0,853.98
425,2.0,0.0,0,412.45
426,4.0,1.0,0,335.48
427,3.0,0.0,0,143.65
428,1.0,0.0,0,594.55
429,21.0,0.04339327599687256,0,639.5
430,4.0,1.0,0,317.03
431,14.0,1.0,0,251.31
432,1.0,1.0,0,541.55
433,11.0,1.0,0,135.75
434,2.0,0.0,0,853.98
435,1.0,0.3723758455122139,0,285.33
436,30.0,0.0,0,22228.05
437,12.0,1.0,0,468.58
438,91.0,0.7946924612092989,0,556.19
439,4.0,1.0,0,222.31
440,14.0,1.0,0,167.82
441,1.0,1.0,0,434.98
442,1.0,1.0,0,363.94
443,40.0,0.0,0,337.54
444,45.0,0.3274487471526196,0,298.52
445,3.0,1.0,0,650.97
446,1.0,1.0,0,172.12
447,109.0,0.0,0,262.84
448,2.0,1.0,0,161.13
449,1.0,1.0,0,376.94
450,1.0,0.0,0,410.62
451,57.0,0.4053097889620378,0,325.06
452,1.0,0.056375019897065844,0,376.94
453,1.0,0.024942485562702472,0,851.96
454,1.0,1.0,0,376.94
455,25.0,1.0,0,283.5
456,3.0,0.9999999999999998,0,323.04
457,13.0,1.0,0,580.54
458,35.0,0.10592340284123951,0,240.74
459,16.0,0.4831622933693849,0,650.92
460,139.0,0.0,0,795.26
461,2.0,0.0,0,762.63
462,45.0,0.5893228564825514,0,216.35
463,9.0,0.18474771336846568,0,330.18
464,25.0,0.0,0,154.08
465,17.0,1.0,0,177.24
466,6.0,0.0,0,366.72
467,22.0,1.0,0,143.88
468,10.0,0.0,0,853.9
469,5.0,0.0,0,549.45
470,14.0,1.0,0,422.71
471,2.0,1.0,0,353.28
472,1.0,0.015468889333745836,0,549.49
473,153.0,1.0,0,841.27
474,24.0,0.5653741708587455,0,224.63
475,5.0,0.1922833306187451,0,1105.14
476,40.0,0.23306335948704968,0,237.06
477,5.0,1.0,0,232.95
478,8.0,1.0,0,395.08
479,106.0,0.0,0,838.41
480,2.0,0.0,0,293.8
481,1.0,0.0,0,985.94
482,13.0,1.0,0,168.34
483,5.0,0.0,0,134.49
484,1.0,0.0,0,1259.99
485,9.0,0.0,0,808.03
486,1.0,1.0,0,638.99
487,83.0,0.0912049787188383,0,279.59
488,43.0,0.0,0,435.33
489,18.0,1.0,0,522.12
490,3.0,0.7248300093526453,0,791.22
491,16.0,0.10688328345446772,0,397.63
492,3.0,1.0,0,1188.92
493,6.0,1.0,0,168.21
494,3.0,0.0,0,144.19
495,1.0,0.0,0,840.98
496,3.0,1.0,0,831.29
497,2.0,1.0,0,267.25
498,20.0,0.2740697749403495,0,155.07
499,2.0,1.0,0,853.98
500,25.0,1.0,0,209.81
501,42.0,0.11442083557468172,0,446.16
502,26.0,0.0,0,530.02
503,15.0,1.0,0,851.24
504,2.0,0.9021739130434782,0,487.6
505,1.0,0.03468962984124393,0,245.03
506,18.0,1.0,0,143.43
507,4.0,0.0865276055451702,0,540.29
508,40.0,0.0,0,430.72
509,3.0,0.0,0,550.68
510,36.0,1.0,0,291.63
511,1.0,0.0,0,447.99
512,16.0,1.0,0,598.24
513,3.0,1.0,0,163.54
514,3.0,0.0,0,181.72
515,30.0,0.00610106230261269,0,139.32
516,2.0,1.0,0,711.88
517,16.0,1.0,1,320.68
518,8.0,1.0,0,357.9
519,16.0,0.0,0,352.16
520,4.0,0.1643591925129554,0,517.16
521,31.0,1.0,0,1106.84
522,145.0,0.02781777719596806,0,763.9
523,4.0,0.01583523080107638,0,483.1
524,10.0,0.7608974530293716,0,748.34
525,3.0,1.0,0,805.44
526,1.0,0.22550007958826337,0,376.94
527,15.0,0.07984719438877755,0,159.68
528,5.0,0.2736638763683194,0,232.95
529,2.0,1.0,0,172.08
530,30.0,0.0,0,407.58
531,1.0,0.025627110467920888,0,663.36
532,1.0,1.0,0,160.3
533,1.0,0.9999999999999998,0,333.48
534,1.0,1.0,0,537.49
535,1.0,0.1476786512548694,0,313.18
536,4.0,1.0,0,679.56
537,25.0,1.0,0,226.07
538,2.0,0.0,0,450.03
539,1.0,0.5291071161794731,0,803.24
540,15.0,0.0,0,834.55
541,21.0,1.0,0,131.65
542,10.0,0.10503552672227372,0,161.85
543,1.0,0.047434094511038194,0,447.99
544,4.0,0.037363294299679994,0,2274.96
545,8.0,1.0,0,348.32
546,16.0,0.0,0,434.88
547,22.0,1.0,0,134.89
548,21.0,0.0,0,434.98
549,7.0,0.0,0,621.54
550,9.0,1.0,0,154.93
551,11.0,1.0,0,271.44
552,4.0,1.0,0,146.89
553,1.0,0.0,0,391.34
554,3.0,0.0,0,252.26
555,40.0,0.0,0,435.59
556,1.0,1.0,0,478.44
557,3.0,0.08773246758121117,0,532.87
558,1.0,1.0,0,537.49
559,2.0,0.0621894270490331,0,668.12
560,2.0,0.4748603351955307,0,179.0
561,11.0,0.0,0,159.17
562,6.0,0.0,0,277.62
563,4.0,1.0,0,351.71
564,5.0,0.0,0,162.24
565,32.0,0.05050144968867342,0,841.56
566,31.0,0.0,0,585.99
567,6.0,1.0,0,360.52
568,10.0,0.0456989247311828,0,372.0
569,2.0,0.3956187166439122,0,161.14
570,120.0,0.417644888650389,0,596.32
571,79.0,0.03233700402027617,0,572.1
572,1.0,1.0,0,313.18
573,39.0,0.0,0,368.55
574,1.0,0.5177936292715518,0,508.89
575,44.0,0.0,0,1056.29
576,25.0,1.0,0,214.98
577,15.0,1.0,0,136.87
578,132.0,1.0,0,606.3
579,4.0,1.0000000000000002,0,644.16
580,24.0,0.0,0,745.76
581,257.0,0.05207567514581189,0,816.12
582,1.0,0.0,0,294.74
583,34.0,1.0,0,585.96
584,2.0,0.0,0,823.53
585,9.0,0.0012461881304245835,0,682.08
586,2.0,0.10432520005891306,0,407.38
587,20.0,0.0,0,163.17
588,39.0,0.16435665006342232,0,646.46
589,7.0,1.0,0,173.99
590,37.0,0.12035722022964157,0,415.43
591,21.0,0.0,0,838.52
592,1.0,0.0,0,447.99
593,7.0,0.9999999999999999,0,402.54
594,1.0,1.0,0,733.64
595,73.0,0.1446562287270252,0,293.8
596,33.0,1.0,0,527.21
597,5.0,1.0,0,152.41
598,56.0,1.0,0,178.99
599,4.0,0.2612809829814278,0,141.61
600,1.0,0.0,0,391.34
601,4.0,1.0,0,149.53
602,56.0,0.0,0,764.07
603,5.0,1.0,0,652.1
604,2.0,0.9999999999999999,0,414.91
605,5.0,0.0,1,350.22
606,1.0,1.0000000000000002,0,392.34
607,9.0,1.0,0,212.61
608,35.0,0.0,0,404.8
609,26.0,0.39944373760984697,0,337.97
610,4.0,1.0,0,163.78
611,1.0,0.0,0,650.99
612,1.0,0.0,0,536.47
613,5.0,0.04679268670591881,0,161.35
614,1.0,0.9999999999999999,0,184.15
615,1.0,1.0,0,680.62
616,2.0,0.1526152022521855,0,202.47
617,3.0,1.0,0,632.79
618,70.0,0.18554603194178948,0,4054.25
619,7.0,0.23396128136122926,0,460.76
620,3.0,1.0,0,762.62
621,6.0,0.0,0,213.54
622,5.0,0.0,0,258.33
623,1.0,0.0,0,447.99
624,2.0,0.0,0,547.61
625,35.0,1.0,0,210.11
626,80.0,0.0,0,232.19
627,25.0,1.0,0,334.35
628,36.0,0.0,0,415.22
629,6.0,0.014262319288025021,0,1489.94
630,17.0,1.0,0,520.45
631,4.0,1.0,0,1013.46
632,2.0,0.1590568862275449,0,267.2
633,105.0,0.49939778502394166,0,340.41
634,2.0,1.0000000000000002,0,151.17
635,5.0,1.0,0,141.95
636,57.0,0.2199435170262158,0,676.31
637,1.0,1.0000000000000002,0,243.98
638,47.0,0.0,0,191.37
639,1.0,1.0,0,376.94
640,53.0,0.14474819490486354,0,440.42
641,40.0,0.0,0,244.59
642,3.0,0.053254331949019046,0,558.64
643,75.0,0.17375661808295345,0,489.19
644,15.0,1.0,0,329.07
645,7.0,0.34740817994757167,0,354.77
646,5.0,1.0,0,207.09
647,24.0,1.0,0,429.97
648,4.0,0.010135457407230755,0,838.64
649,5.0,0.3531073446327684,0,141.6
650,71.0,0.0976472750666299,0,435.24
651,1.0,0.17423073213079965,0,414.68
652,61.0,0.9970936340079838,0,285.58
653,5.0,1.0,0,151.75
654,7.0,0.0,0,266.18
655,2.0,1.0,0,537.48
656,1.0,1.0,0,549.49
657,50.0,0.058860189737552804,0,288.82
658,1.0,0.0,0,536.48
659,6.0,1.0,0,188.24
660,27.0,0.0,0,263.38
661,6.0,0.0,0,346.44
662,8.0,0.0,0,282.9
663,6.0,0.0,0,1138.14
664,26.0,0.0,0,383.51
665,1.0,0.2557084996478046,0,681.44
666,2.0,0.010450220069340283,0,813.38
667,3.0,0.20316874957317488,0,292.86
668,2.0,1.0,0,711.88
669,126.0,0.0,0,373.27
670,36.0,0.0,0,439.61
671,30.0,0.1303121358925615,0,163.07
672,1.0,1.0,0,244.99
673,2.0,0.14561277280981258,0,291.87
674,2.0,0.06109250107790787,0,603.02
675,1.0,0.0,0,376.94
676,1.0,1.0,0,376.94
677,2.0,0.11463691886788818,0,519.03
678,40.0,0.0,0,447.35
679,17.0,0.7477201020011237,0,231.37
680,2.0,1.0,0,207.96
681,1.0,0.5675550136445451,0,344.46
682,12.0,0.0,0,358.25
683,7.0,0.0,0,355.32
684,1.0,0.5985584888987076,0,362.12
685,22.0,1.0,0,504.79
686,40.0,1.0,0,237.06
687,1.0,1.0,0,431.14
688,2.0,0.0,0,407.38
689,13.0,0.3494474136054751,0,413.51
690,1.0,1.0,0,294.74
691,2.0,1.0,0,613.39
692,15.0,1.0,0,251.65
693,1.0,0.0,0,376.94
694,4.0,0.0,0,598.87
695,2.0,0.0,0,496.07
696,5.0,0.11543021151806326,0,801.35
697,7.0,1.0,0,363.39
698,4.0,1.0539463329186871,0,787.82
699,1.0,0.047434094511038194,0,447.99
700,1.0,1.0,0,537.49
701,26.0,0.0,0,670.46
702,2.0,0.0,0,711.88
703,79.0,0.0,0,366.14
704,8.0,0.0,0,184.2
705,34.0,1.0,0,308.55
706,1.0,1.0,0,275.44
707,34.0,1.0000000000000002,0,313.03
708,1.0,1.0,0,447.99
709,2.0,0.0,0,796.12
710,6.0,0.0,0,220.57
711,28.0,1.0,0,214.95
712,157.0,0.0,0,1303.13
713,26.0,0.0,0,219.08
714,1.0,1.0,0,410.62
715,30.0,0.07072253469564349,0,600.94
716,19.0,1.0,0,621.61
717,1.0,1.0,0,536.48
718,4.0,1.0,0,192.36
719,40.0,0.1427877887883028,0,350.17
720,42.0,1.0,0,471.13
721,26.0,1.0,0,246.97
722,6.0,0.43510633347293964,0,429.78
723,1.0,0.4834769627468277,0,294.74
724,32.0,0.0,0,407.84
725,50.0,0.0,0,251.78
726,3.0,1.0,0,143.12
727,2.0,0.0,0,332.98
728,15.0,0.0,0,154.69
729,8.0,0.0,0,216.6
730,10.0,1.0,0,232.9
731,3.0,1.0,0,146.84
732,7.0,0.30401758424701186,0,768.87
733,12.0,0.047804731731093696,0,800.13
734,1.0,0.17347646842728273,0,244.99
735,3.0,0.25527058682203135,0,332.98
736,2.0,0.5370508558894692,0,1768.92
737,12.0,0.0,0,479.15
738,49.0,1.0,0,439.48
739,1.0,0.3867222333436459,0,549.49
740,18.0,0.839174647053016,0,303.87
741,1.0,0.0,0,232.99
742,29.0,0.11534025374855825,0,433.5
743,9.0,0.13687233300233487,0,372.61
744,1.0,0.0,0,1259.99
745,2.0,0.0,0,1056.98
746,38.0,0.0271878198567042,0,156.32
747,2.0,0.0,0,332.98
748,2.0,0.11178817237297795,0,228.11
749,3.0,1.0,0,393.36
750,1.0,0.0,0,376.94
751,11.0,1.0,0,139.99
752,1.0,1.0,0,549.49
753,45.0,0.0,0,315.99
754,1.0,1.0,0,577.08
755,5.0,1.0,0,178.61
756,35.0,0.0,0,267.79
757,2.0,1.0,0,600.23
758,22.0,0.0,0,431.72
759,3.0,0.0,0,715.12
760,5.0,0.0,0,788.74
761,1.0,1.0,0,195.52
762,1.0,1.0,1,613.4
763,2.0,0.0,0,433.97
764,24.0,0.0,0,536.44
765,7.0,0.0,0,497.62
766,1.0,0.05627778715740897,0,355.38
767,3.0,1.0,0,140.35
768,2.0,0.0,0,762.63
769,20.0,0.23867465368775737,0,267.1
770,1.0,1.0,0,782.94
771,97.0,0.0,0,619.53
772,1.0,1.0,0,537.49
773,4.0,0.0,0,691.78
774,11.0,0.0,0,422.39
775,3.0,0.03908495229336705,0,434.95
776,11.0,1.0,0,276.53
777,1.0,1.0,0,537.49
778,4.0,1.0,0,212.76
779,7.0,0.0,0,662.12
780,1.0,0.0,0,681.44
781,2.0,1.0,0,395.38
782,34.0,0.0,0,542.47
783,1.0,0.09792777154795004,0,650.99
784,1.0,0.022550007958826338,0,376.94
785,5.0,1.0,0,461.17
786,1.0,1.0,0,537.49
787,30.0,0.06800213340026354,0,637.48
788,13.0,1.0,0,431.32
