,total_item_quantity,pct_funded_1mo,school_kipp,total_price_excluding_optional_support
94,15.0,0.0,0,256.43
95,3.0,1.0,0,474.19
96,5.0,0.006954601484257034,0,5914.07
97,5.0,0.0,0,491.64
98,24.0,1.0,0,343.07
99,73.0,0.0,0,806.18
100,8.0,0.013096112690452614,0,313.07
101,40.0,0.0,0,376.22
102,1.0,0.006097379613931768,0,672.42
103,5.0,0.0,0,428.19
104,1.0,1.0,0,203.08
105,22.0,0.0,0,410.38
106,8.0,1.0,0,127.75
107,3.0,0.0,0,679.25
108,5.0,1.0000714005212237,0,280.11
109,15.0,0.0,0,411.53
110,5.0,0.0,0,308.37
111,29.0,0.0,0,590.38
112,9.0,1.0,0,150.98
113,1.0,0.0,0,239.99
114,5.0,0.08448730629739533,0,242.64
115,2.0,0.797835142448843,0,657.78
116,7.0,1.0,0,204.96
117,3.0,1.0,0,735.72
118,10.0,0.0,0,621.14
119,40.0,1.0,0,186.73
120,1.0,0.0,0,686.12
121,1.0,0.03093172387778197,0,662.75
122,32.0,0.0,0,875.67
123,4.0,0.0,0,409.65
124,3.0,0.0,0,443.82
125,1.0,0.0,0,453.88
126,25.0,0.0,0,164.41
127,4.0,0.0,0,512.51
128,1.0,1.0,0,245.31
129,12.0,0.0,0,128.29
130,2.0,0.0,0,900.98
131,3.0,0.0,0,195.24
132,31.0,0.0,0,267.03
133,33.0,0.0,0,215.52
134,10.0,0.0,0,158.97
135,2.0,0.0,0,647.72
136,31.0,0.0,0,335.79
137,31.0,0.0,0,470.94
138,17.0,1.0,0,167.95
139,1.0,0.0,0,811.79
140,10.0,0.0,0,287.64
141,17.0,0.0,0,342.27
142,1.0,0.06624656648893198,0,309.45
143,6.0,0.16713740791427653,0,343.43
144,2.0,0.0,0,585.43
145,1.0,0.0,0,676.17
146,5.0,0.0,0,881.99
147,26.0,0.5094114406390597,0,435.64
148,2.0,0.0,0,249.09
149,3.0,0.0,0,454.39
150,1.0,0.0,0,518.2
151,1.0,0.0,0,474.29
152,1.0,0.5112879246737514,0,363.22
153,8.0,1.0,0,178.11
154,3.0,0.0,0,294.32
155,1.0,0.09079746530137917,0,912.14
156,1.0,0.011382249243496848,0,360.21
157,2.0,0.009990740289487791,0,410.38
158,1.0,0.6499850036419726,0,233.39
159,1.0,0.15267899478425795,0,147.63
160,8.0,0.0,0,416.15
161,1.0,0.0,0,667.26
162,9.0,1.0,0,274.53
163,4.0,0.0,0,379.78
164,10.0,0.0,0,449.2
165,1.0,1.0,0,671.53
166,1.0,0.011382249243496848,0,360.21
167,1.0,0.12185542935994055,0,471.05
168,3.0,0.07462958243838509,0,274.69
169,7.0,1.0,0,197.21
170,1.0,1.0,0,343.07
171,153.0,0.0,0,364.13
172,30.0,0.013040712468193385,0,314.4
173,13.0,0.0,0,604.55
174,30.0,0.013040712468193385,0,314.4
175,4.0,1.0,0,430.98
176,82.0,1.0000000000000002,0,468.71
177,1.0,1.0,0,361.49
178,18.0,1.0,0,131.93
179,30.0,1.0,0,410.4
180,2.0,1.0,0,154.38
181,30.0,0.0,0,380.86
182,4.0,0.0,0,261.25
183,17.0,1.0000542020108945,0,368.99
184,3.0,0.026179381119430335,0,572.97
185,51.0,0.0,0,391.44
186,3.0,0.0,0,184.72
187,2.0,0.04935863866466825,0,1661.31
188,30.0,0.6998826416302144,0,187.46
189,40.0,0.0,0,479.48
190,13.0,0.0,0,608.57
191,63.0,0.0,0,430.62
192,40.0,0.0,0,369.6
193,40.0,0.0,0,512.76
194,3.0,0.0,0,407.06
195,32.0,0.0,0,1013.11
196,25.0,0.04908768737129448,0,835.24
197,12.0,0.0,0,436.98
198,2.0,1.0,0,315.98
199,3.0,0.0,0,170.63
200,2.0,0.0,0,320.98
201,7.0,1.0000218837535015,0,456.96
202,5.0,1.0,0,266.69
203,6.0,0.0,0,610.77
204,23.0,0.0,0,139.75
205,10.0,0.0,0,315.52
206,4.0,0.0,0,311.86
207,1.0,1.0,0,421.54
208,5.0,0.0,0,834.31
209,14.0,0.0,0,258.52
210,69.0,1.0,0,323.29
211,6.0,0.0,0,447.71
212,1.0,1.0,0,264.34
213,35.0,0.81150039866798,0,426.42
214,2.0,0.0,0,417.78
215,8.0,0.0,0,234.91
216,29.0,0.09626446901927636,0,425.91
217,1.0,0.0,0,330.18
218,8.0,0.0,0,324.55
219,2.0,1.0,0,470.98
220,17.0,0.0,0,400.8
221,6.0,0.0,0,311.41
222,5.0,0.0,0,230.59
223,3.0,0.03789979663523756,0,216.36
224,42.0,0.0,0,261.42
225,4.0,0.0,0,419.22
226,1.0,1.0,0,379.33
227,1.0,0.0,0,282.67
228,2.0,1.0,0,286.58
229,6.0,0.0,0,226.17
230,28.0,0.0,0,148.79
231,9.0,0.0,0,471.33
232,14.0,0.0,0,347.86
233,4.0,0.0,0,148.63
234,21.0,0.1807082883399079,0,453.77
235,1.0,0.0,0,659.26
236,1.0,1.0,0,160.58
237,3.0,0.0,0,276.79
238,13.0,1.0000650688645483,0,461.05
239,9.0,1.0,0,460.12
240,9.0,0.0,0,255.22
241,3.0,0.5107335066819859,0,165.37
242,1.0,0.0,0,421.29
243,5.0,1.0,0,465.84
244,1.0,0.0,0,421.29
245,14.0,0.03949380501137855,0,830.51
246,1.0,1.0,0,570.21
247,34.0,1.0,0,449.13
248,6.0,0.06655195922475084,0,308.03
249,62.0,0.009091110667642297,0,450.99
250,102.0,1.0,0,770.88
251,17.0,0.03745318352059925,0,547.35
252,1.0,0.0,0,230.35
253,3.0,0.0,0,236.63
254,1.0,0.0,0,122.75
255,27.0,1.0004072987943955,0,122.76
256,10.0,0.009389456327577518,0,436.66
257,53.0,0.0,0,475.51
258,1.0,0.0,0,701.54
259,1.0,1.0,0,460.28
260,2.0,0.1157734229400802,0,177.07
261,33.0,1.0,0,352.41
262,7.0,1.0,0,244.05
263,3.0,0.0,0,440.26
264,52.0,0.0,1,462.72
265,1.0,0.0,0,900.38
266,11.0,0.0,0,192.22
267,39.0,0.0,0,492.21
268,14.0,1.0,0,265.69
269,2.0,0.3434411124141397,0,119.38
270,62.0,0.0,1,439.63
271,14.0,0.0,0,309.47
272,27.0,0.0,0,196.53
273,9.0,1.0,0,549.79
274,21.0,0.0,0,508.48
275,24.0,0.0,0,421.12
276,2.0,0.0,0,482.28
277,33.0,0.0,0,410.71
278,3.0,1.0,0,156.16
279,1.0,0.1286960888944692,0,159.29
280,3.0,0.0,0,471.72
281,2.0,1.0,0,159.43
282,12.0,0.0,0,394.86
283,2.0,0.8092804169172179,0,199.56
284,3.0,1.0,0,345.58
285,3.0,0.13889974721809603,0,767.46
286,1.0,0.0,0,476.99
287,5.0,0.0,0,105.66
288,18.0,1.000106584809533,0,469.11
289,4.0,0.0,0,428.36
290,1.0,0.0,0,611.09
291,1.0,0.0,0,142.79
292,1.0,0.24809567879262479,0,280.94
293,32.0,0.0,0,472.16
294,10.0,0.0,0,740.33
295,1.0,0.0,0,343.78
296,5.0,1.0,0,166.0
297,1.0,0.0,0,565.38
298,26.0,0.0,0,273.79
299,13.0,1.0,0,513.93
300,10.0,1.0,0,540.69
301,46.0,0.0,0,471.77
302,41.0,0.0,0,316.4
303,5.0,0.0,0,363.52
304,31.0,1.0,0,122.79
305,84.0,1.0,0,478.25
306,5.0,0.1931172994476845,0,258.91
307,26.0,0.0,0,373.07
308,3.0,0.05665330938234074,0,289.48
309,22.0,0.0,0,253.07
310,4.0,0.0,0,187.66
311,22.0,1.0,0,233.55
312,3.0,0.0,0,172.97
313,4.0,0.0,0,224.85
314,2.0,0.0,0,399.25
315,4.0,1.0,0,148.17
316,1.0,0.0,0,239.66
317,12.0,1.0,0,119.09
318,2.0,1.0000000000000002,0,311.21
319,1.0,0.0,0,468.37
320,16.0,0.0,0,437.49
321,2.0,0.0,0,357.79
322,1.0,0.0,0,279.81
323,7.0,0.0,0,420.81
324,6.0,0.0,0,383.32
325,1.0,0.0,0,544.74
326,8.0,0.0,0,443.77
327,1.0,1.0,0,305.86
328,4.0,1.0,0,204.72
329,49.0,0.0,0,377.1
330,81.0,1.0,0,449.74
331,16.0,0.0,0,108.46
332,40.0,1.0,0,418.84
333,3.0,0.023100413148913236,0,278.35
334,55.0,1.0,0,483.13
335,19.0,0.0,0,156.39
336,30.0,0.0,0,348.52
337,4.0,1.0,0,456.83
338,32.0,0.0,0,253.37
339,54.0,0.0,0,20399.51
340,10.0,0.0,0,429.86
341,1.0,0.0,0,661.26
342,5.0,0.0,0,552.96
343,40.0,0.0,0,350.95
344,60.0,0.014858841010401186,0,275.93
345,1.0,1.0000000000000002,0,149.42
346,3.0,0.0,0,460.54
347,1.0,0.0,0,371.38
348,1.0,1.0,0,127.15
349,2.0,1.0,0,280.42
350,18.0,0.0,0,465.34
351,6.0,0.04321338982693564,0,474.39
352,4.0,1.0,0,437.12
353,4.0,1.0,0,314.31
354,1.0,0.009011187059056243,0,454.99
355,6.0,0.0,0,202.15
356,44.0,0.10582830003613648,0,387.42
357,22.0,1.0,0,302.83
358,1.0,0.0,0,389.0
359,17.0,0.0,0,267.14
360,4.0,0.0,0,606.6
361,12.0,1.0,0,227.68
362,4.0,0.0,0,245.73
363,1.0,1.0,0,328.44
364,6.0,1.0,0,436.76
365,56.0,0.09805596364754518,0,292.69
366,1.0,0.010504201680672268,0,390.32
367,25.0,0.0,0,275.48
368,5.0,0.0,0,329.21
369,2.0,0.0,0,521.88
370,56.0,0.9999796838811914,0,492.22
371,2.0,0.0,0,341.27
372,6.0,0.010561022100870638,0,388.22
373,1.0,0.0,0,264.34
374,3.0,0.6633588609642973,0,741.68
375,6.0,0.0,0,361.43
376,13.0,0.0,0,295.98
377,244.0,0.28,0,922.5
378,11.0,0.0,0,309.65
379,35.0,0.0,0,289.58
380,2.0,0.0,0,141.72
381,30.0,0.0,0,452.94
382,8.0,0.0,0,248.11
383,2.0,1.0,0,414.36
384,8.0,0.013450340359222504,0,609.65
385,1.0,0.0062190941358492855,0,659.26
386,38.0,0.0,0,180.86
387,22.0,1.0,0,140.18
388,26.0,1.0000727127301812,0,550.11
389,1.0,0.0,0,287.35
390,1.0,0.0,0,501.33
391,3.0,1.0,0,131.5
392,2.0,1.0,0,269.89
393,20.0,0.0,0,124.77
394,8.0,0.0,0,381.08
395,67.0,0.0,0,648.81
396,4.0,0.0,0,548.77
397,25.0,0.0,0,784.22
398,7.0,0.0,0,349.69
399,2.0,0.0,0,749.23
400,1.0,0.0,0,218.69
401,68.0,0.0,0,454.08
402,5.0,1.0,0,136.88
403,7.0,1.0,0,472.91
404,9.0,0.0,0,459.72
405,5.0,0.0,0,292.19
406,23.0,1.0000000000000002,0,227.17
407,25.0,0.0,0,330.66
408,5.0,1.0,0,229.13
409,10.0,1.0,0,848.48
410,8.0,0.8498642290073171,0,482.43
411,1.0,0.09265676319040587,0,663.74
412,1.0,1.0,0,398.14
413,1.0,0.11356554255245481,0,144.41
414,6.0,0.0,0,302.25
415,5.0,0.1382146709816613,0,148.32
416,9.0,0.03944718383221057,0,287.98
417,1.0,0.0,0,716.99
418,27.0,0.0,0,344.08
419,1.0,0.0,0,150.35
420,1.0,1.0,0,289.97
421,1.0,0.0,0,459.07
422,1.0,0.0,0,756.06
423,1.0,0.009307816295489114,0,440.49
424,32.0,0.0,0,478.11
425,2.0,0.09610876699484294,0,383.94
426,2.0,1.0,0,142.7
427,65.0,1.0,0,361.64
428,7.0,0.0,0,450.61
429,1.0,0.0,0,196.1
430,6.0,1.0,0,469.14
431,1.0,0.0,0,697.17
432,1.0,0.007027455067137906,0,2917.13
433,61.0,0.0,0,1496.79
434,4.0,0.0,0,180.86
435,1.0,0.0,0,405.38
436,34.0,0.0,0,800.64
437,96.0,1.0,0,818.4
438,8.0,0.0,0,592.02
439,32.0,0.060059180265432284,0,341.33
440,20.0,0.0,0,217.57
441,1.0,0.011382249243496848,0,360.21
442,6.0,0.0,0,139.1
443,26.0,0.0,0,434.65
444,20.0,0.0,0,150.19
445,1.0,0.0,0,413.84
446,7.0,0.0,0,447.5
447,2.0,0.0,0,403.71
448,24.0,0.9999999999999999,0,420.17
449,3.0,0.0,0,399.32
450,3.0,1.0,0,470.64
451,1.0,0.0,0,315.62
452,6.0,0.009996830273327968,0,410.13
453,1.0,0.27598164201937786,0,196.1
454,10.0,1.0,0,599.43
455,1.0,0.04254789232269982,0,481.81
456,3.0,0.0,0,151.1
457,30.0,1.0,0,258.86
458,2.0,1.0,0,855.27
459,1.0,0.18751881207986357,0,199.34
460,3.0,0.0,0,231.03
461,1.0,0.011382249243496848,0,360.21
462,1.0,0.0,0,687.58
463,1.0,1.0,0,273.33
464,26.0,0.0,0,693.02
465,31.0,0.0,0,237.13
466,76.0,0.0563511916215399,0,363.79
467,9.0,0.0,0,220.13
468,1.0,0.0,0,355.84
469,23.0,0.0,0,342.13
470,34.0,0.0,0,331.54
471,55.0,0.3763713080168776,0,592.5
472,1.0,0.04985018135940703,0,634.1
473,10.0,0.0,0,557.6
474,5.0,0.0,0,102.08
475,3.0,0.0,0,343.4
476,10.0,0.0,0,274.78
477,1.0,0.0,0,595.56
478,3.0,0.15976930870547892,0,128.31
479,2.0,0.0,0,228.18
480,1.0,1.0,0,116.6
481,28.0,0.0,0,453.17
482,216.0,1.0000000000000002,0,455.68
483,6.0,0.0,0,272.32
484,4.0,0.0,0,129.24
485,15.0,0.4142443901480046,0,356.07
486,16.0,0.0,0,342.09
487,10.0,0.0,0,450.36
488,7.0,1.0,0,462.36
489,27.0,0.0,0,250.24
490,1.0,0.011936300911234678,0,343.49
491,20.0,1.0,0,293.77
492,3.0,1.0,0,242.59
493,5.0,1.0,0,172.63
494,22.0,0.0,0,640.7
495,5.0,1.0,0,305.82
496,26.0,0.0,0,363.58
497,17.0,1.0000220414820693,0,453.69
498,2.0,1.0,0,132.44
499,1.0,0.07356635326203975,0,557.32
500,7.0,0.009242769223832818,0,443.59
501,36.0,0.0,0,449.59
502,11.0,0.0,0,949.37
503,15.0,1.0,0,170.85
504,1.0,0.0,0,215.74
505,8.0,1.0,0,152.23
506,2.0,0.0,0,230.83
507,3.0,1.0,1,216.79
508,45.0,0.05587886552273997,0,733.73
509,13.0,0.007067137809187279,0,580.15
510,2.0,1.0,0,216.41
511,64.0,0.01123010764469035,0,365.09
512,79.0,1.0,0,479.37
513,24.0,0.0,0,276.9
514,2.0,0.0,0,431.64
515,9.0,0.0,0,674.41
516,1.0,0.0,0,159.51
517,2.0,1.0,0,452.77
518,1.0,0.0,0,586.49
519,12.0,0.0,0,305.51
520,25.0,0.0,0,453.61
521,3.0,0.0,0,214.06
522,2.0,0.009990740289487791,0,410.38
523,1.0,0.009011187059056243,0,454.99
524,43.0,0.0,0,536.67
525,1.0,1.0,0,474.29
526,25.0,0.0,0,269.15
527,2.0,0.0,0,759.29
528,40.0,0.0,0,931.78
529,12.0,0.0,0,423.11
530,1.0,0.012420102390112386,0,330.11
531,39.0,0.0,0,498.19
532,3.0,0.02533244186910334,0,403.83
533,1.0,0.0,0,189.62
534,12.0,1.0,0,129.58
535,6.0,0.009020306690427474,0,454.53
536,1.0,0.0,0,701.54
537,3.0,0.0,0,282.1
538,60.0,0.3692882249560633,0,455.2
539,12.0,0.010418254815266554,0,393.54
540,9.0,1.0,0,451.9
541,5.0,0.0,0,364.48
542,35.0,0.0,0,324.72
543,7.0,1.0,0,454.61
544,21.0,1.0,0,226.2
545,4.0,0.029990490819983902,0,136.71
546,45.0,1.0000701188514531,0,570.46
547,5.0,0.0,0,287.48
548,7.0,0.21540401386991698,0,475.85
549,8.0,1.0,0,152.78
550,12.0,0.0,0,284.94
551,7.0,0.0,0,467.65
552,3.0,1.0,0,210.96
553,4.0,1.0,0,462.68
554,1.0,0.0,0,527.6
555,23.0,0.0,0,231.62
556,2.0,1.0,0,388.28
557,131.0,0.0,0,215.78
558,2.0,0.0,0,127.38
559,25.0,0.0,0,120.23
560,11.0,1.0000000000000002,0,243.78
561,1.0,0.0,0,433.75
562,1.0,0.0,0,239.84
563,9.0,0.0,0,454.22
564,1.0,0.009033224640874239,0,453.88
565,1.0,0.006200284305719384,0,661.26
566,10.0,1.0,0,448.46
567,3.0,0.0,0,468.33
568,29.0,0.0061266269183066595,0,669.21
569,60.0,1.0,0,677.34
570,3.0,0.0,0,292.11
571,7.0,1.0,0,343.49
572,1.0,0.0,0,571.07
573,1.0,0.011382249243496848,0,360.21
574,4.0,0.10030335649280751,0,204.38
575,1.0,0.0,0,347.39
576,4.0,0.0,0,195.33
577,2.0,1.0,0,450.52
578,11.0,1.0000472444664918,0,423.33
579,57.0,0.0,0,555.99
580,4.0,0.0,0,231.96
581,7.0,0.0,0,809.02
582,1.0,0.0,0,934.99
583,2.0,0.0,0,1408.3
584,40.0,0.10850005292685509,0,377.88
585,51.0,0.0,0,279.12
586,1.0,0.0,0,682.59
587,1.0,0.0,0,202.73
588,7.0,0.0,0,295.2
589,12.0,0.0,0,494.45
590,32.0,0.0,0,439.59
591,2.0,0.9999999999999998,0,1358.13
592,2.0,0.0,0,169.0
593,2.0,0.0,0,744.4
594,22.0,1.0,0,859.9
595,29.0,1.0,0,460.85
596,25.0,0.009016339366217315,0,454.73
597,23.0,0.0,0,327.38
598,5.0,0.0,0,214.8
599,6.0,0.018773753376986127,0,436.78
600,1.0,0.08549147170440803,0,239.79
601,20.0,0.0,0,258.52
602,2.0,1.0,0,1955.79
603,1.0,0.0,0,659.26
604,1.0,1.0,0,259.86
605,2.0,0.0,0,229.75
606,2.0,0.0,0,830.31
607,19.0,0.0,0,370.65
608,1.0,0.0,0,789.49
609,3.0,0.0,0,325.1
610,20.0,1.0,0,102.77
611,1.0,1.0000000000000002,0,811.79
612,1.0,0.011382249243496848,0,360.21
613,20.0,0.0,0,269.69
614,1.0,1.0,0,361.17
615,10.0,0.0,0,342.72
616,15.0,0.0,0,465.16
617,8.0,0.0,1,176.3
618,50.0,1.0,0,371.95
619,1.0,0.0,0,587.68
620,6.0,1.0,0,299.87
621,1.0,0.0,0,398.14
622,4.0,1.0,0,721.46
623,3.0,0.0,0,216.72
624,1.0,0.0,0,354.34
625,3.0,1.0,0,851.91
626,74.0,0.0,1,457.88
627,90.0,0.0,1,453.73
628,5.0,0.26614735475494966,0,123.24
629,11.0,0.0,0,415.85
630,5.0,0.0,0,447.65
631,44.0,0.0,0,439.6
632,3.0,0.0,0,339.6
633,1.0,0.0,0,659.26
634,2.0,0.0,0,479.23
635,4.0,0.1908110763502857,0,386.77
636,1.0,0.0,0,450.53
637,1.0,1.0,0,149.48
638,7.0,1.0001589319771138,0,125.84
639,1.0,1.0,0,370.76
640,17.0,0.0,0,642.86
641,1.0,0.0,0,165.58
642,12.0,0.0,0,897.49
643,5.0,0.0,0,461.19
644,26.0,0.0,0,331.93
645,150.0,1.0000000000000002,0,609.43
646,1.0,0.0,0,690.51
647,9.0,0.009339833249806369,0,438.98
648,1.0,0.0,0,358.24
649,45.0,1.0,0,641.87
650,10.0,1.0,0,343.15
651,1.0,0.0,0,394.26
652,14.0,0.11946038868331343,0,343.21
653,7.0,0.0,0,408.97
654,29.0,0.0,0,349.28
655,50.0,1.0,0,272.34
656,23.0,0.0,0,256.89
657,1.0,0.0,0,289.97
658,1.0,1.0,0,289.97
659,4.0,0.0,0,160.46
660,10.0,0.0,0,231.18
661,2.0,1.0,0,287.97
662,31.0,0.0,0,152.19
663,5.0,1.0,0,187.35
664,28.0,0.043947091988766694,0,466.47
665,2.0,0.0,0,400.35
666,20.0,0.0,0,360.12
667,3.0,0.0,0,213.89
668,23.0,0.0,0,1204.59
669,1.0,0.0,0,875.25
670,6.0,0.0,0,466.27
671,3.0,0.0,0,153.53
672,1.0,0.0,0,395.85
673,1.0,0.0,0,510.75
674,26.0,1.0,0,146.94
675,7.0,0.0,0,590.55
676,3.0,0.04174373419762095,0,589.31
677,12.0,0.10723615464994776,0,153.12
678,10.0,1.0,0,441.05
679,10.0,0.011969055612319368,0,342.55
680,1.0,1.0,0,882.48
681,42.0,1.0,0,274.83
682,7.0,1.0,0,453.57
683,40.0,0.06213533378798211,0,131.97
684,2.0,0.0,0,791.71
685,14.0,0.0,0,474.41
686,1.0,0.0,0,482.81
687,3.0,0.0,0,284.21
688,23.0,1.0,0,312.49
689,2.0,1.0,0,319.6
690,30.0,0.0,0,187.07
691,115.0,0.0,0,468.28
692,28.0,0.0,0,176.51
693,3.0,0.011277988666996752,0,363.54
694,5.0,0.0,0,463.08
695,26.0,0.04388593937318034,0,467.12
696,2.0,1.0,0,500.15
697,69.0,0.12415939183826909,0,957.64
698,23.0,0.0,0,339.7
699,1.0,0.0,0,426.71
700,5.0,0.0,0,216.99
701,90.0,0.0,0,410.58
702,7.0,0.0,0,201.54
703,7.0,1.0,0,347.09
704,32.0,1.0820063782738658,0,899.93
705,21.0,0.0,0,202.96
706,9.0,0.0,0,491.38
707,19.0,0.0,0,427.09
708,15.0,0.0,0,168.56
709,4.0,0.6546809391448342,0,169.09
710,24.0,0.0,0,330.88
711,27.0,0.0,0,435.75
712,15.0,0.0,0,322.04
713,3.0,0.0,0,158.99
714,18.0,0.0,0,471.9
715,1.0,0.0,0,536.58
716,21.0,1.0,0,387.06
717,1.0,0.09281372737665396,0,883.49
718,18.0,0.0,0,563.03
719,1.0,1.0,0,390.64
720,1.0,0.0,0,704.42
721,1.0,1.0,0,350.99
722,1.0,1.0,0,298.89
723,22.0,0.0,0,559.5
724,20.0,1.0,0,369.77
725,48.0,1.0000440645104431,0,453.88
726,11.0,1.0,0,147.4
727,42.0,1.0,0,266.83
728,3.0,0.0,0,335.32
729,25.0,1.0,0,353.54
730,5.0,0.0,0,478.29
731,14.0,0.01025025625640641,0,399.99
732,29.0,0.0,0,399.0
733,21.0,0.0,0,901.01
734,3.0,1.0,0,303.42
735,1.0,0.0,0,148.79
736,36.0,0.0,0,309.62
737,6.0,0.0,0,410.09
738,9.0,0.0,0,425.86
739,11.0,0.8900217078465328,0,409.99
740,1.0,0.0,0,412.1
741,26.0,0.0,0,477.44
742,30.0,1.0,0,195.77
743,1.0,0.4623960817168267,0,310.34
744,1.0,1.0,0,201.36
745,2.0,0.0,0,448.58
746,48.0,1.0,0,375.51
747,32.0,0.0,0,323.48
748,15.0,0.0,0,218.07
749,2.0,0.0,0,430.41
750,1.0,0.0,0,454.99
751,6.0,0.0,0,369.38
752,37.0,0.0,0,557.0
753,2.0,1.0,0,390.31
754,3.0,0.0,0,487.34
755,6.0,0.05167632972019158,0,396.7
756,1.0,1.0,0,212.06
757,31.0,0.0,0,539.26
758,317.0,0.0,0,2380.35
759,5.0,0.0,0,308.51
760,1.0,1.0,0,845.96
761,3.0,0.0,0,733.14
762,9.0,0.0,0,304.62
763,4.0,1.0,0,760.64
764,1.0,1.0,0,343.49
765,24.0,0.018289488668716544,0,439.05
766,26.0,1.0,0,343.41
767,35.0,0.0,0,384.56
768,12.0,0.18058491895701198,0,454.08
769,11.0,1.0,0,446.64
770,25.0,1.0,0,260.15
771,3.0,0.0,0,749.25
772,1.0,0.5790040424367597,0,566.49
773,10.0,0.005308989673367647,0,1544.55
774,12.0,0.5520328486806677,0,148.56
775,35.0,0.0932623629498203,0,219.81
776,1.0,0.28728383643039324,0,356.79
777,8.0,0.05757951259809996,0,242.1
778,5.0,0.6938551747151642,0,419.54
779,27.0,0.01027955371693619,0,398.85
780,4.0,0.0,0,568.07
781,17.0,0.0,0,228.18
782,1.0,0.0,0,181.84
783,2.0,0.0,0,369.89
784,17.0,1.0,0,274.23
785,3.0,1.000026830511658,0,372.71
786,3.0,0.0,0,443.69
787,65.0,0.042419351501231196,0,483.27
788,50.0,0.0,0,583.81
789,1.0,0.0,0,375.84
790,2.0,0.0,0,1347.53
791,6.0,1.0,0,438.95
792,1.0,0.01965766888814307,0,208.57
793,1.0,0.0,0,330.11
794,10.0,0.0,0,370.49
795,6.0,0.9999999999999998,0,258.41
796,10.0,0.0,0,211.61
797,6.0,0.0421333881409927,0,389.24
798,8.0,1.0,0,454.91
799,2.0,0.0,0,915.3
800,9.0,0.0,0,150.71
801,25.0,0.0,0,297.55
802,1.0,0.0,0,292.08
803,32.0,1.0,0,248.02
804,25.0,1.0,0,470.27
805,13.0,1.0,0,257.69
806,41.0,1.0,0,402.1
807,31.0,0.2418593676262388,0,254.28
808,9.0,0.0,0,444.96
809,2.0,0.019496885253697274,0,210.29
810,6.0,0.0,0,469.38
811,1.0,1.0,0,310.03
812,1.0,0.0,0,316.07
